GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2021
" ""46065""","Hughes, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1338218
" ""46067""","Hutchinson, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,331354
" ""46067""","Hutchinson, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,90.515
" ""46067""","Hutchinson, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,435742
" ""46069""","Hyde, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,134605
" ""46069""","Hyde, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,133.771
" ""46069""","Hyde, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,142475
" ""46071""","Jackson, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,62251
" ""46071""","Jackson, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.778
" ""46071""","Jackson, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,72794
" ""46073""","Jerauld, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,156367
" ""46073""","Jerauld, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,91.309
" ""46073""","Jerauld, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,184515
" ""46075""","Jones, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,61699
" ""46075""","Jones, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.945
" ""46075""","Jones, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,69695
" ""46077""","Kingsbury, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,257384
" ""46077""","Kingsbury, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.034
" ""46077""","Kingsbury, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,295459
" ""46079""","Lake, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,529182
" ""46079""","Lake, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.341
" ""46079""","Lake, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,652066
" ""46081""","Lawrence, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1093699
" ""46081""","Lawrence, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.361
" ""46081""","Lawrence, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1370156
" ""46083""","Lincoln, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,3459654
" ""46083""","Lincoln, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,211.031
" ""46083""","Lincoln, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,4237203
" ""46085""","Lyman, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,177659
" ""46085""","Lyman, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,105.399
" ""46085""","Lyman, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,189318
" ""46087""","McCook, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,247879
" ""46087""","McCook, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.959
" ""46087""","McCook, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,311972
" ""46089""","McPherson, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,143761
" ""46089""","McPherson, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,115.771
" ""46089""","McPherson, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,153650
" ""46091""","Marshall, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,286644
" ""46091""","Marshall, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,96.973
" ""46091""","Marshall, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,317684
" ""46093""","Meade, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,766608
" ""46093""","Meade, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,121.255
" ""46093""","Meade, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,948319
" ""46095""","Mellette, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,37036
" ""46095""","Mellette, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.549
" ""46095""","Mellette, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,41923
" ""46097""","Miner, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,102913
" ""46097""","Miner, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,133.087
" ""46097""","Miner, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,128607
" ""46099""","Minnehaha, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,15752011
" ""46099""","Minnehaha, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.11
" ""46099""","Minnehaha, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,20976786
" ""46101""","Moody, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,346537
" ""46101""","Moody, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.63
" ""46101""","Moody, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,382900
" ""46102""","Oglala Lakota, SD*",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,322040
" ""46102""","Oglala Lakota, SD*",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,121.215
" ""46102""","Oglala Lakota, SD*",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,385688
" ""46103""","Pennington, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5356251
" ""46103""","Pennington, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,113.06
" ""46103""","Pennington, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6616708
" ""46105""","Perkins, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,129416
" ""46105""","Perkins, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,97.765
" ""46105""","Perkins, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,148672
" ""46107""","Potter, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,165972
" ""46107""","Potter, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,57.888
" ""46107""","Potter, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,202988
" ""46109""","Roberts, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,377107
" ""46109""","Roberts, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.325
" ""46109""","Roberts, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,432555
" ""46111""","Sanborn, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,114692
" ""46111""","Sanborn, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,136.646
" ""46111""","Sanborn, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,125671
" ""46115""","Spink, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,440585
" ""46115""","Spink, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,105.877
" ""46115""","Spink, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,485178
" ""46117""","Stanley, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,132037
" ""46117""","Stanley, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,98.525
" ""46117""","Stanley, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,151117
" ""46119""","Sully, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,149682
" ""46119""","Sully, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.46
" ""46119""","Sully, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,149797
" ""46121""","Todd, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,217707
" ""46121""","Todd, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.803
" ""46121""","Todd, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,263584
" ""46123""","Tripp, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,242953
" ""46123""","Tripp, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,102.861
" ""46123""","Tripp, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,269601
" ""46125""","Turner, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,417479
" ""46125""","Turner, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,132.122
" ""46125""","Turner, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,537587
" ""46127""","Union, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1624952
" ""46127""","Union, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,154.735
" ""46127""","Union, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1921217
" ""46129""","Walworth, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,245577
" ""46129""","Walworth, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.111
" ""46129""","Walworth, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,297995
" ""46135""","Yankton, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1262300
" ""46135""","Yankton, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,121.569
" ""46135""","Yankton, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1541857
" ""46137""","Ziebach, SD",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,53651
" ""46137""","Ziebach, SD",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.122
" ""46137""","Ziebach, SD",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,53622
" ""47000""",Tennessee,5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,352461151
" ""47000""",Tennessee,5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,123.091
" ""47000""",Tennessee,5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,427125454
" ""47001""","Anderson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5046830
" ""47001""","Anderson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.321
" ""47001""","Anderson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5980587
" ""47003""","Bedford, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1847230
" ""47003""","Bedford, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.028
" ""47003""","Bedford, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2190526
" ""47005""","Benton, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,341341
" ""47005""","Benton, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.293
" ""47005""","Benton, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,437883
" ""47007""","Bledsoe, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,197398
" ""47007""","Bledsoe, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,109.822
" ""47007""","Bledsoe, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,234150
" ""47009""","Blount, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5829434
" ""47009""","Blount, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,131.703
" ""47009""","Blount, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6907732
" ""47011""","Bradley, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,4180320
" ""47011""","Bradley, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,102.263
" ""47011""","Bradley, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5081024
" ""47013""","Campbell, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,941404
" ""47013""","Campbell, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.854
" ""47013""","Campbell, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1142509
" ""47015""","Cannon, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,256821
" ""47015""","Cannon, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,120.711
" ""47015""","Cannon, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,322298
" ""47017""","Carroll, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,562528
" ""47017""","Carroll, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,86.047
" ""47017""","Carroll, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,688602
" ""47019""","Carter, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,973661
" ""47019""","Carter, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,102.979
" ""47019""","Carter, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1214690
" ""47021""","Cheatham, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1166174
" ""47021""","Cheatham, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,136.389
" ""47021""","Cheatham, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1430929
" ""47023""","Chester, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,334670
" ""47023""","Chester, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,102.838
" ""47023""","Chester, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,416790
" ""47025""","Claiborne, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,779394
" ""47025""","Claiborne, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.743
" ""47025""","Claiborne, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,961782
" ""47027""","Clay, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,174024
" ""47027""","Clay, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.65
" ""47027""","Clay, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,212413
" ""47029""","Cocke, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,758368
" ""47029""","Cocke, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.974
" ""47029""","Cocke, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,937971
" ""47031""","Coffee, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2829077
" ""47031""","Coffee, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.982
" ""47031""","Coffee, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3320988
" ""47033""","Crockett, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,543512
" ""47033""","Crockett, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.073
" ""47033""","Crockett, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,647415
" ""47035""","Cumberland, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1654950
" ""47035""","Cumberland, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.174
" ""47035""","Cumberland, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2059872
" ""47037""","Davidson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,71718395
" ""47037""","Davidson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,138.713
" ""47037""","Davidson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,86106457
" ""47039""","Decatur, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,278698
" ""47039""","Decatur, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,82.051
" ""47039""","Decatur, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,343264
" ""47041""","DeKalb, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,659404
" ""47041""","DeKalb, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.732
" ""47041""","DeKalb, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,740707
" ""47043""","Dickson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1877489
" ""47043""","Dickson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,132.827
" ""47043""","Dickson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2303210
" ""47045""","Dyer, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1708317
" ""47045""","Dyer, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.396
" ""47045""","Dyer, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2065608
" ""47047""","Fayette, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1144555
" ""47047""","Fayette, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,124.195
" ""47047""","Fayette, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1400182
" ""47049""","Fentress, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,459262
" ""47049""","Fentress, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,122.833
" ""47049""","Fentress, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,561411
" ""47051""","Franklin, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1137051
" ""47051""","Franklin, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,130.315
" ""47051""","Franklin, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1371860
" ""47053""","Gibson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1380934
" ""47053""","Gibson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.792
" ""47053""","Gibson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1717202
" ""47055""","Giles, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1080823
" ""47055""","Giles, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,131.52
" ""47055""","Giles, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1267012
" ""47057""","Grainger, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,424982
" ""47057""","Grainger, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,135.544
" ""47057""","Grainger, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,602756
" ""47059""","Greene, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2264338
" ""47059""","Greene, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.467
" ""47059""","Greene, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2751541
" ""47061""","Grundy, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,217616
" ""47061""","Grundy, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,100.657
" ""47061""","Grundy, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,266588
" ""47063""","Hamblen, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,3012556
" ""47063""","Hamblen, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.205
" ""47063""","Hamblen, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3614066
" ""47065""","Hamilton, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,24039324
" ""47065""","Hamilton, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.971
" ""47065""","Hamilton, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,29165122
" ""47067""","Hancock, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,84590
" ""47067""","Hancock, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,109.988
" ""47067""","Hancock, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,106720
" ""47069""","Hardeman, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,518707
" ""47069""","Hardeman, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,89.11
" ""47069""","Hardeman, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,655361
" ""47071""","Hardin, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,873849
" ""47071""","Hardin, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.281
" ""47071""","Hardin, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1088862
" ""47073""","Hawkins, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1439617
" ""47073""","Hawkins, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,98.618
" ""47073""","Hawkins, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1769151
" ""47075""","Haywood, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,552105
" ""47075""","Haywood, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,83.072
" ""47075""","Haywood, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,680030
" ""47077""","Henderson, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,682895
" ""47077""","Henderson, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,83.588
" ""47077""","Henderson, TN",5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,861941
" ""47079""","Henry, TN",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1150267
" ""47079""","Henry, TN",5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,113.376
