GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
" ""47007""","Bledsoe, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,20207,21804,23299,23355,23435,24461,24157,25273,26395,28361,30342,34055,34832
" ""47009""","Blount, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,3970346,4206818,4415709,4498497,4644743,4923882,5108840,5376103,5757372,6088126,6547155,7228403,7464299
" ""47009""","Blount, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,123229,123794,124249,125206,126283,127479,128870,130707,132281,134173,135649,137649,139958
" ""47009""","Blount, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32219,33982,35539,35929,36780,38625,39643,41131,43524,45375,48265,52513,53332
" ""47011""","Bradley, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,3124322,3325221,3515645,3530806,3630527,3781828,3847442,3953857,4172613,4323215,4704210,5094878,5212562
" ""47011""","Bradley, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,99081,99787,101029,101746,102730,103716,104310,105385,107048,107977,108820,109769,110616
" ""47011""","Bradley, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31533,33323,34798,34702,35340,36463,36885,37518,38979,40038,43229,46415,47123
" ""47013""","Campbell, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1111005,1142821,1179248,1183290,1178864,1229888,1240723,1270115,1321220,1404254,1531075,1664959,1664527
" ""47013""","Campbell, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,40722,40632,40426,40092,39695,39530,39500,39440,39383,39287,39301,39409,39584
" ""47013""","Campbell, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27283,28126,29171,29514,29698,31113,31411,32204,33548,35743,38958,42248,42051
" ""47015""","Cannon, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,384968,400252,419233,420618,433123,453427,465901,488516,503875,533911,582610,641304,650313
" ""47015""","Cannon, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,13789,13693,13733,13619,13471,13607,13716,13964,14165,14322,14568,14535,14788
" ""47015""","Cannon, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27918,29230,30527,30885,32152,33323,33968,34984,35572,37279,39992,44121,43976
" ""47017""","Carroll, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,866633,904723,898810,920066,903439,912937,913492,942111,957321,1026685,1066237,1165753,1153792
" ""47017""","Carroll, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,28470,28630,28818,28827,28693,28321,28354,28283,28461,28292,28421,28287,28458
" ""47017""","Carroll, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30440,31601,31189,31917,31486,32235,32217,33310,33636,36289,37516,41212,40544
" ""47019""","Carter, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1575316,1662275,1682349,1666985,1701779,1738994,1759342,1831395,1880406,1973167,2096297,2277387,2277749
" ""47019""","Carter, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,57341,57380,57343,56966,56307,56349,56436,56472,56374,56323,56362,56060,56410
" ""47019""","Carter, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27473,28970,29338,29263,30223,30861,31174,32430,33356,35033,37193,40624,40378
" ""47021""","Cheatham, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1246125,1327507,1403532,1414989,1448637,1555927,1632678,1700521,1782356,1910357,2028573,2221245,2311511
" ""47021""","Cheatham, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,39121,38980,39230,39341,39616,39602,39798,40440,40542,40830,41128,41547,41830
" ""47021""","Cheatham, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31853,34056,35777,35967,36567,39289,41024,42050,43963,46788,49323,53463,55260
" ""47023""","Chester, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,454437,479878,498865,499782,503374,519449,532716,553222,575609,608775,666482,715316,716432
" ""47023""","Chester, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,17192,17142,17065,17097,17111,17092,17087,17100,17217,17236,17377,17479,17609
" ""47023""","Chester, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,26433,27994,29233,29232,29418,30391,31177,32352,33433,35320,38354,40924,40686
" ""47025""","Claiborne, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,907237,946868,986214,974152,975650,1014290,1029092,1059931,1109562,1165813,1246932,1342637,1364753
" ""47025""","Claiborne, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,32214,32118,31783,31658,31612,31603,31691,31722,31846,31944,32066,32146,32431
" ""47025""","Claiborne, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,28163,29481,31030,30771,30863,32095,32473,33413,34841,36496,38886,41767,42082
" ""47027""","Clay, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,209083,219694,217528,215835,219053,224156,217796,230135,241160,243139,255397,296037,315676
" ""47027""","Clay, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,7845,7736,7690,7671,7597,7631,7616,7611,7596,7533,7588,7572,7620
" ""47027""","Clay, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,26652,28399,28287,28136,28834,29374,28597,30237,31748,32277,33658,39096,41427
" ""47029""","Cocke, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,905849,959457,973261,989604,994280,1043992,1066314,1102814,1148796,1223791,1336823,1489346,1502472
" ""47029""","Cocke, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,35637,35414,35498,35355,35207,35067,35133,35435,35788,35848,36039,36370,36879
" ""47029""","Cocke, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25419,27093,27417,27990,28241,29771,30351,31122,32100,34138,37094,40950,40741
" ""47031""","Coffee, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1643841,1708914,1767969,1794174,1863143,1958131,1980369,2039615,2143693,2333632,2514727,2748626,2801837
" ""47031""","Coffee, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,52781,52987,53270,53475,53751,54372,54882,55465,56437,57155,58134,58933,59728
" ""47031""","Coffee, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31145,32252,33189,33552,34662,36014,36084,36773,37984,40830,43257,46640,46910
" ""47033""","Crockett, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,461828,514699,488651,523914,496839,490194,489022,511878,535989,587947,613283,685317,655744
" ""47033""","Crockett, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,14582,14528,14547,14519,14530,14435,14284,14234,14041,13926,13903,13993,13888
" ""47033""","Crockett, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31671,35428,33591,36085,34194,33959,34236,35962,38173,42219,44112,48976,47217
" ""47035""","Cumberland, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1651696,1731357,1805675,1828660,1894569,1969357,2026798,2108799,2184019,2340254,2534258,2781953,2829263
" ""47035""","Cumberland, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,56187,56507,56951,57378,57839,58117,58426,58872,59733,60559,61377,62431,63522
" ""47035""","Cumberland, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29396,30640,31706,31870,32756,33886,34690,35820,36563,38644,41290,44560,44540
" ""47037""","Davidson, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,29641038,31215840,32258696,32270929,34977038,37186202,39533752,42246154,46515528,49844294,52398623,57075072,60582226
" ""47037""","Davidson, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,628271,638502,654066,667084,678745,691223,699418,702915,708575,712424,716058,703372,708144
" ""47037""","Davidson, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,47179,48889,49320,48376,51532,53798,56524,60101,65647,69964,73177,81145,85551
" ""47039""","Decatur, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,395291,422878,446119,453568,450841,459458,460617,460878,481157,499665,523105,560285,569522
" ""47039""","Decatur, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,11708,11655,11589,11632,11601,11497,11609,11573,11512,11432,11437,11413,11564
" ""47039""","Decatur, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33762,36283,38495,38993,38862,39963,39678,39824,41796,43708,45738,49092,49250
" ""47041""","DeKalb, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,563320,582530,621398,648838,664203,707768,724311,754206,797714,826264,899821,986449,1014219
" ""47041""","DeKalb, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,18679,18681,18734,18956,18966,18969,19039,19374,19535,19827,20187,20478,21003
" ""47041""","DeKalb, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30158,31183,33170,34229,35021,37312,38044,38929,40835,41674,44574,48171,48289
" ""47043""","Dickson, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1533797,1596423,1654445,1658130,1736030,1855416,1952809,2055640,2163060,2337934,2538202,2775562,2880513
" ""47043""","Dickson, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,49694,50008,50249,50210,50520,51400,51986,52867,53530,53926,54442,55174,55761
" ""47043""","Dickson, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30865,31923,32925,33024,34363,36098,37564,38883,40408,43354,46622,50306,51658
" ""47045""","Dyer, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1262795,1339073,1359793,1385750,1391719,1399513,1390797,1418602,1462147,1557767,1699479,1878281,1852325
" ""47045""","Dyer, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,38320,38120,38192,38106,37826,37770,37571,37347,37208,37092,36709,36586,36410
" ""47045""","Dyer, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32954,35128,35604,36366,36793,37054,37018,37984,39297,41997,46296,51339,50874
" ""47047""","Fayette, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1565618,1655288,1746161,1789300,1821321,1945262,2048916,2133708,2209887,2425479,2701607,3056929,3207236
" ""47047""","Fayette, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,38440,38636,38801,38981,39344,39553,40026,40524,40949,41521,42151,42899,43630
" ""47047""","Fayette, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40729,42843,45003,45902,46292,49181,51190,52653,53967,58416,64094,71259,73510
" ""47049""","Fentress, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,453006,462931,483518,511055,507370,535063,543757,564295,595268,640366,704018,791110,806035
" ""47049""","Fentress, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,17916,17970,17866,17833,17756,17849,17919,18064,18159,18339,18533,18837,19332
" ""47049""","Fentress, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25285,25761,27064,28658,28575,29977,30345,31239,32781,34918,37987,41998,41694
" ""47051""","Franklin, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1224295,1269147,1330839,1362877,1396409,1463402,1488251,1550647,1616738,1708316,1829955,1998303,2043921
" ""47051""","Franklin, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,40968,40906,40776,41342,41451,41545,41768,41881,42266,42536,42839,43247,43942
" ""47051""","Franklin, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29884,31026,32638,32966,33688,35225,35631,37025,38252,40162,42717,46207,46514
" ""47053""","Gibson, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1535197,1627296,1648151,1710487,1709248,1721679,1708816,1774328,1836322,1984631,2146779,2354651,2341104
" ""47053""","Gibson, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,49764,50051,49944,49777,49954,49963,50007,50133,50176,50227,50436,50537,50837
" ""47053""","Gibson, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30850,32513,33000,34363,34216,34459,34172,35392,36598,39513,42564,46593,46051
" ""47055""","Giles, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,859207,893608,915297,927416,955396,1009671,1053756,1093727,1110449,1147139,1223904,1330996,1363834
" ""47055""","Giles, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,29428,29386,29146,29052,29144,29373,29635,29948,30057,30180,30340,30403,30554
" ""47055""","Giles, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29197,30409,31404,31923,32782,34374,35558,36521,36945,38010,40340,43778,44637
" ""47057""","Grainger, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,575331,604151,629204,635566,653634,694359,704199,740129,779223,821125,896256,1012416,1029549
" ""47057""","Grainger, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,22718,22746,22678,22726,22848,22834,23075,23099,23136,23378,23563,23833,24277
" ""47057""","Grainger, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25325,26561,27745,27966,28608,30409,30518,32042,33680,35124,38037,42480,42408
" ""47059""","Greene, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2223538,2301547,2343149,2389776,2402790,2402906,2323339,2401922,2475678,2593280,2772833,2981756,3018925
" ""47059""","Greene, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,68852,69260,68926,68571,68774,68969,68993,69344,69781,69734,70333,70603,71405
" ""47059""","Greene, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32294,33231,33995,34851,34937,34840,33675,34638,35478,37188,39424,42233,42279
" ""47061""","Grundy, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,341535,359988,370948,375875,371680,388998,397924,414440,429390,449548,488032,528497,530201
" ""47061""","Grundy, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,13726,13596,13596,13467,13364,13366,13316,13373,13385,13455,13539,13586,13783
" ""47061""","Grundy, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,24882,26477,27284,27911,27812,29104,29883,30991,32080,33411,36046,38900,38468
" ""47063""","Hamblen, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1841716,2013110,2004204,2025033,2076723,2188732,2215182,2260667,2363238,2473470,2642286,2988829,3047678
" ""47063""","Hamblen, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,62495,62827,62644,62875,62773,63061,63291,63635,64137,64289,64537,64390,65168
" ""47063""","Hamblen, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29470,32042,31994,32207,33083,34708,35000,35526,36847,38474,40942,46418,46766
" ""47065""","Hamilton, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,13567236,14411810,15313902,15200477,15614879,16521109,16950259,17782087,18620955,19537328,20635821,21906252,22739854
" ""47065""","Hamilton, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,337139,340692,344932,347920,349235,351807,355527,358266,361061,363735,367242,369027,374682
" ""47065""","Hamilton, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40242,42302,44397,43690,44712,46961,47676,49634,51573,53713,56191,59362,60691
" ""47067""","Hancock, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,144040,145798,151758,152392,159575,165247,164497,168781,174217,184667,202532,225093,217860
" ""47067""","Hancock, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,6799,6723,6686,6664,6675,6646,6678,6686,6659,6725,6625,6777,6845
" ""47067""","Hancock, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,21185,21686,22698,22868,23906,24864,24633,25244,26163,27460,30571,33214,31828
" ""47069""","Hardeman, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,639042,663046,676183,697269,676212,694237,698266,713401,729344,776941,830430,914356,887506
" ""47069""","Hardeman, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,27185,26952,26753,26560,26246,26135,25957,25915,25748,25580,25432,25276,25529
" ""47069""","Hardeman, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,23507,24601,25275,26253,25764,26563,26901,27528,28326,30373,32653,36175,34765
" ""47071""","Hardin, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,799688,852743,899003,906697,892283,896300,911515,945952,998872,1039669,1120680,1200802,1198991
" ""47071""","Hardin, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,26080,26021,26237,26322,26317,26388,26495,26576,26646,26734,26805,26878,27077
" ""47071""","Hardin, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30663,32771,34265,34446,33905,33966,34403,35594,37487,38889,41809,44676,44281
" ""47073""","Hawkins, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1585047,1657962,1709728,1688244,1721148,1773073,1793415,1839903,1932245,2008206,2146525,2364189,2387525
" ""47073""","Hawkins, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,56868,56625,56561,56699,56478,56360,56553,56615,56709,56780,56710,57257,58043
" ""47073""","Hawkins, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27872,29280,30228,29776,30475,31460,31712,32499,34073,35368,37851,41291,41134
" ""47075""","Haywood, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,497435,570795,542346,587622,527051,521392,539776,549687,558968,601003,647254,718118,658616
" ""47075""","Haywood, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,18833,18655,18469,18511,18596,18472,18328,18189,17933,17975,17824,17715,17550
" ""47075""","Haywood, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,26413,30597,29365,31744,28342,28226,29451,30221,31170,33435,36314,40537,37528
" ""47077""","Henderson, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,798481,840114,875109,874760,891432,906520,909849,950519,993800,1045499,1133164,1285969,1290966
" ""47077""","Henderson, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,27789,28019,28042,27982,28008,27968,27713,27696,27727,27827,27827,27916,27929
" ""47077""","Henderson, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,28734,29984,31207,31262,31828,32413,32831,34320,35842,37571,40722,46066,46223
" ""47079""","Henry, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1006082,1085334,1134492,1169445,1186106,1207778,1219074,1274725,1294268,1379456,1509413,1656597,1694221
" ""47079""","Henry, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,32398,32453,32398,32274,32281,32173,32259,32440,32348,32375,32144,32250,32379
" ""47079""","Henry, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31054,33443,35017,36235,36743,37540,37790,39295,40011,42609,46958,51367,52325
" ""47081""","Hickman, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,605280,636769,661361,670802,686325,721922,739639,784612,821664,886228,950951,1057467,1083456
" ""47081""","Hickman, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,24639,24320,24110,24090,24309,24182,24400,24570,24672,24766,24969,25085,25455
" ""47081""","Hickman, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,24566,26183,27431,27846,28233,29854,30313,31934,33304,35784,38085,42155,42564
" ""47083""","Houston, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,223403,233775,238100,232350,240011,240862,235155,251299,260978,282174,302004,324511,322098
" ""47083""","Houston, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,8450,8346,8425,8276,8221,8125,8109,8158,8232,8203,8303,8282,8219
" ""47083""","Houston, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,26438,28010,28261,28075,29195,29645,28999,30804,31703,34399,36373,39183,39189
" ""47085""","Humphreys, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,560308,579631,600451,610099,627245,655578,659303,692873,694718,742062,779203,847652,851427
" ""47085""","Humphreys, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,18566,18451,18370,18366,18304,18350,18615,18795,18874,18949,19001,19200,19106
" ""47085""","Humphreys, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,30179,31415,32686,33219,34268,35726,35418,36865,36808,39161,41009,44149,44563
" ""47087""","Jackson, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,292960,297477,304911,311415,317351,318146,326830,340161,363289,386511,411760,446691,446432
" ""47087""","Jackson, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,11622,11537,11551,11495,11434,11420,11477,11540,11608,11619,11634,11777,11989
" ""47087""","Jackson, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25207,25785,26397,27091,27755,27859,28477,29477,31296,33265,35393,37929,37237
" ""47089""","Jefferson, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1454166,1512068,1559364,1572006,1636720,1716506,1761702,1867200,1979498,2084896,2253772,2481653,2542291
" ""47089""","Jefferson, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,51710,51874,52235,52039,52282,52850,52953,53477,53664,54194,54908,55562,56727
" ""47089""","Jefferson, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,28122,29149,29853,30208,31306,32479,33269,34916,36887,38471,41046,44665,44816
" ""47091""","Johnson, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,458093,473216,486279,485485,490208,521418,525801,547841,564091,591448,638079,697311,696820
" ""47091""","Johnson, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,18290,18244,18193,18061,17996,17916,17859,17699,17859,17885,17990,18056,18086
" ""47091""","Johnson, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25046,25938,26729,26880,27240,29103,29442,30953,31586,33069,35469,38619,38528
" ""47093""","Knox, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,16187906,17298692,18441258,18357253,19239830,20226660,20929669,21872825,23417810,24779568,26903816,30196108,31402606
" ""47093""","Knox, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,433061,437374,441880,445895,449998,453880,459196,465235,470516,474336,480500,486812,494574
" ""47093""","Knox, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37380,39551,41734,41169,42755,44564,45579,47015,49770,52241,55991,62028,63494
" ""47095""","Lake, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,153323,173701,171810,192612,175936,164357,156213,158392,154846,173185,184522,216784,197836
" ""47095""","Lake, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,7827,7794,7717,7711,7677,7601,7525,7447,7383,7006,6988,6597,6507
" ""47095""","Lake, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,19589,22287,22264,24979,22917,21623,20759,21269,20973,24720,26406,32861,30404
" ""47097""","Lauderdale, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,636620,694699,690992,719818,699684,703676,711211,735163,769445,839868,914754,1029820,984416
" ""47097""","Lauderdale, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,27714,27659,27619,27464,27210,26724,25114,25842,25700,25298,25120,24922,24793
" ""47097""","Lauderdale, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,22971,25117,25019,26210,25714,26331,28319,28448,29939,33199,36415,41322,39705
" ""47099""","Lawrence, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1148405,1198923,1244031,1260178,1275543,1326415,1381461,1448661,1488815,1567035,1687748,1872005,1915457
" ""47099""","Lawrence, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,41966,42142,42119,41974,42229,42501,42957,43253,43636,43961,44182,44729,45415
" ""47099""","Lawrence, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27365,28450,29536,30023,30205,31209,32159,33493,34119,35646,38200,41852,42177
" ""47101""","Lewis, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,298397,308677,316773,330477,348932,362517,379252,393210,414463,449147,495535,535504,539867
" ""47101""","Lewis, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,12181,12180,12002,12077,11991,12005,12038,12196,12297,12486,12602,12854,12957
" ""47101""","Lewis, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,24497,25343,26393,27364,29099,30197,31505,32241,33704,35972,39322,41660,41666
" ""47103""","Lincoln, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1054254,1129429,1150502,1193558,1206456,1253557,1272342,1310464,1358630,1455788,1554854,1726071,1755522
" ""47103""","Lincoln, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,33397,33480,33554,33758,33782,34025,34081,34486,34881,35140,35335,35451,36004
" ""47103""","Lincoln, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31567,33734,34288,35356,35713,36842,37333,38000,38950,41428,44003,48689,48759
" ""47105""","Loudon, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1785883,1946416,2027791,2056932,2111949,2207854,2308354,2476640,2608014,2944258,3152285,3622387,3903252
" ""47105""","Loudon, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,48724,49226,49888,50474,50698,51054,51551,52463,53317,54225,55127,56672,58181
" ""47105""","Loudon, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,36653,39540,40647,40752,41657,43245,44778,47207,48915,54297,57182,63918,67088
" ""47107""","McMinn, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1496565,1552272,1608485,1631213,1665740,1715950,1753731,1824429,1917281,1991773,2165371,2338399,2375773
" ""47107""","McMinn, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,52153,52234,52260,52175,52340,52090,52183,52318,52640,53029,53344,53907,54719
" ""47107""","McMinn, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,28696,29718,30779,31264,31825,32942,33607,34872,36423,37560,40593,43378,43418
" ""47109""","McNairy, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,693946,716855,741922,745505,758453,765844,785660,804935,834051,864804,926489,1000227,996782
" ""47109""","McNairy, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,26070,26100,26185,26092,26106,25956,25941,26141,25962,25800,25858,25854,25988
" ""47109""","McNairy, TN",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,26619,27466,28334,28572,29053,29505,30286,30792,32126,33520,35830,38688,38355
" ""47111""","Macon, TN",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,577880,614651,656813,642595,670748,708058,724755,763287,791424,835328,893884,1005493,1045367
" ""47111""","Macon, TN",5,CAINC1,2,...,Population (persons) 1/,Number of persons,22246,22500,22572,22759,23081,23279,23610,24222,24630,25005,25263,25682,26229
